15120095;non_value;non_value;**;150008;SOR0025;315757;Da error severo de comunicaciones;1;18/3/15;1;0;non_value;Rutina de test interna (v�a terminal en PC) da error de tensi�n BUCK demasiado alta' que se soluciona sustituyendo R71 por valor 1K (siguiendo instrucciones en email de Ferran). Despu�s de esto la placa pasa la verificaci�n satisfactoriamente y sin errores.;0:20;non_value;non_value;CPA>no se observa fallo de comunicacion mencionado' ni tampoco cruce en IC8 mencionado' posible reparacion no anotada.;;;;;;;;;;;;
15120180;PC003336;15DC00280;15DC00280;150028;SOR0127;10903;1- NO HAY CORRIENTE GALVANICA EN CABEZAL.       2- PARPADEA LED AZUL DE ACOPLAMIENTO;3;non_value;3;0;pedido anulado Dolors 12/7/16;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
15120450;PC004789;non_value;15DC00917;150074;SOR0054;900005;NO DETECTA QUE LOS ACCESORIOS ESTAN CONECTADOS  O DESCONECTADOS;1;22/12/2015;1;0;non_value;se detecta mal funcionamiento de U10. Se ha sustituido y regrabado la unidad nueva con versi�n id�ntica a anterior (actual);0:45;555130;115;non_value;;;;;;;;;;;;
15120449;non_value;non_value;15DC00937;150065;SOR0084;7210;Guia de salida deteriorada.;60;22/12/2015;60;0;non_value;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
15120450;PC004789;non_value;15DC00921;150075;SOR0054;900005;Led No Funciona.;1;22/12/2015;1;0;non_value;"no se detecta aver�a; se ha hecho verificaci�n completa sin mostrar errores.";0:05;non_value;non_value;non_value;;;;;;;;;;;;
15120450;non_value;non_value;15DC00799;150068;SOR0060;11108;FALLO COMUNICACION C.I. SOPORTE TIME ALERT;1;22/12/2015;1;0;non_value;Sustituci�n transceptor U1 en placa comunicacion (315878);0:30;50325;113;non_value;;;;;;;;;;;;
15120450;non_value;non_value;15DC00800;150069;SOR0018;900067;SALIDA N� 7 SE�AL INCORRECTA;1;22/12/2015;1;0;non_value;trafo T4 tiene primario abierto. Se sustituye' recuperando funcionamiento normal.;0:15;960005;109;non_value;;;;;;;;;;;;
15120450;PC004789;non_value;15DC00922;150076;SOR0054;900005;No funciona led.;2;22/12/2015;2;0;non_value;sustituci�n led averiado y verificacion completa;0:30;                   2 x 310102;cogidos de no stock;non_value;;;;;;;;;;;;
15120296;PC004096;15DC00453;15DC00453;150050;SOR0060;11108;Defecto est�tico' cambio de carcasa;1;non_value;1;0;Pedido anulado Dolors 12/7/16;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
15120450;PC004789;15DC00739;15DC00739;150066;SOR0021;315489;C31 quemado + pantalla marcada;1;22/12/2015;1;0;Se ha substituido C31 ya que estaba cruzado e imped�a arrancar la placa. El LCD (485004)' que inicialmente parec�a defectuoso por las aguas que hace y su contraste tan bajo' despu�s de compararlo con dos unidades nuevas' no tiene ning�n problema' las nuevas se ven exactamente igual. ;Sustituci�n condensador C31;10 minutos;266051;no stock;non_value;;;;;;;;;;;;
15120450;PC004789;15DC00819;15DC00819;150070;SOR0153_01;279791;FALLO ALIMENTACION (C.I.SIMMER) PLACA DE DISPARO N� 3 Z1 Y Z2 CRUZADOS.;1;01/04/2016;1;0;S'observa creuament a la linea de 12V' s'ha intentat desfer el creuament aplicant 5A amb la font' sense �xit. Parlant amb el Daniel es decideix portar la placa a Sorisa perque la mirin amb la c�mera termica. Sorisa ha fet mateixa prova de fer passar molta current pel creuament' mirant amb la c�mera t�rmica' sense �xit. Finalment es dona per desgua�.;12/7/16 : Indiba entrega placa simmer para reposicion                         29/08/16: Per seguretat' he verificat i actualitzat el software de la placa entregada per Indiba. Tamb� he verificat les tres plaques de condensadors i comprovat que estaven actualitzades. FInalment he montat totes les plaques al xassis.;3H;non_value;non_value;Temps invertit tamb� cobreix anteriors intents de reparaci� de la placa que finalment no es va poguer reparar' i tamb� de gesti�' emails' etc.;;;;;;;;;;;;
15120450;non_value;non_value;15DC00883;150071;SOR0116;315482;NO ARRANCA;1;22/12/2015;1;0;regulador U7 abierto y roto por golpe o presi�n excesiva sobre el radiador. ;sustituci�n regulador U7;15 minutos;264005;168;non_value;;;;;;;;;;;;
15120450;non_value;non_value;15DC00894;150072;SOR0116;315482;Falta segmento display D20;1;22/12/2015;1;0;"En etiqueta pone ""solo se enciende luz roja seguridad""' diferente a lo que se indica aqui' que falla un segmento del display D20. No observo ninguno de los sintomas. El display D20 no tiene ning�n segmento inoperativo y funciona correctamente. La placa pasa el test correctamente en el �til de comprobaci�n.";NO SE DETECTA AVER�A;5m;non_value;non_value;non_value;;;;;;;;;;;;
15120450;PC004789;15DC00916;15DC00916;150073;SOR0055;900006;CONSUME MUCHO TRANSISTORES;1;22/12/2015;1;0;La placa oscila pero el consum var�a de 1A a 2'4A' sent 0'6A el m�xim previst segons especificacions. No trobo l'aver�a' i el seu diagnostic portar� molt de temps degut al desmontatge necesari i el blindatge. El radiador impideix mesurar y punxar a punts del circuit del transistor de potencia. Al mateix temps' no es pot fer funcionar sense el radiador per risc a cremar el transistor.;desguace' entrega cliente;1H;non_value;non_value;non_value;;;;;;;;;;;;
15120450;PC004789;15DC00923;15DC00923;150077;SOR0055;900006;NO SE PUEDE AJUSTAR' CONSUMO ALTO;1;18/12/15;1;0;La placa oscila pero el consum var�a de 1A a 2'4A' sent 0'6A el m�xim previst segons especificacions. No trobo l'aver�a' i el seu diagnostic portar� molt de temps degut al desmontatge necesari i el blindatge. El radiador impideix mesurar y punxar a punts del circuit del transistor de potencia. Al mateix temps' no es pot fer funcionar sense el radiador per risc a cremar el transistor.;desguace ' entrega cliente.;1H 30m;non_value;non_value;non_value;;;;;;;;;;;;
15120346;PC004313;15DC00651;15DC00651;150078;  ;279791;Error de simmer nora;1;10/02/2015;1;0;Despr�s de moltes proves i trovar v�ries aver�es que es consegueixen reparar' es redueix el nombre d'errors de la placa en el seu test' pero no acaba de funcionar be' t� aver�es m�ltiples. Finalment es dona per desgua�;12/7/16 : Indiba entrega placa simmer para reposicion 29/08/16: Per seguretat' he verificat i actualitzat el software de la placa entregada per Indiba. Tamb� he verificat les tres plaques de condensadors i comprovat que estaven actualitzades. FInalment he montat totes les plaques al xassis.;3H;non_value;non_value;Temps invertit tamb� cobreix anteriors intents de reparaci� de la placa que finalment no es va poguer reparar' i tamb� de gesti�' emails' etc.;;;;;;;;;;;;
16120103;PC005453;non_value;15DC00952;160016;SOR0153_01;279791;DQNC-1609> Se detecta 1 unidad mal soldado.;1;15/03/2016;1;0;non_value;se observa deterioro muy importante en soldaduras de J5 por manipulaci�n poco cuidadosa. Se ha tenido que restaurar' reforzando pin a pin con cable. Una vez hecho esto' se detecta transistor Q4 (BS170) averiado. Despu�s de su sustituci�n se recupera funcionamiento normal. Verificaci�n completa;1:30;840050;112;Se observa manipulaci�n en placas' soldaduras repasadas y colocaci�n incorrecta de placas de condensadores en el chasis;;;;;;;;;;;;
16120098;PC005308;non_value;15DC00967;160001;SOR0007;316014;En modo electroporaci�n acoplado el led de retorno est� apagado;1;09/03/2016;1;0;"No observo aver�a descrita; el led D8 se enciende correctamente en modo de electroporaci�n. La placa pasa el procedimiento de verificaci�n correctamente en el �til de comprobaci�n.";No se observa problema indicado por cliente;non_value;non_value;non_value;non_value;;;;;;;;;;;;
15120450;non_value;non_value;15DC00759;150067;SOR0008;315661;CONECTOR ROTO (produccion);1;22/12/2015;1;0;non_value;sustituci�n conector roto. ;0:15:00;222209;76;non_value;;;;;;;;;;;;
16120098;PC005308;non_value;15DC00967;160002;SOR0007;316014;Tensi�n baja en DC/DC;1;09/03/2016;1;0;Inicialmente no se observa sintoma indicado' pero por el historial de fallos de conexi�n de los bornes de la bobina L1' decido levantar el capuch�n de la bobina para observar sus bornes de conexi�n y observo que efectivamente los hilos est�n haciendo contacto intermitente. He resoldado los bornes adecuadamente y pasado verificaci�n correctamente.;Resoldar bobina L1;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120098;PC005308;16DC00080;16DC00080;160003;SOR0101;315573;FALLO EN ALIMENTACI�N;1;09/03/2016;1;0;No se detecta aver�a. Placa funcional' que pasa el procedimiento de verificaci�n de cliente sin problema ni s�ntoma alguno.;No se observa problema indicado por cliente. Verificaci�n OK.;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120098;PC005308;16DC00081;16DC00081;160004;SOR0095;316162;COMPONENTE Q1 QUEMADO' DEBIDO A CORTOCIRCUITO CON PLANCA DE DISTRIBUCI�N;1;09/03/2016;1;0;Transistor carbonizado y da�os muy severos a la PCB' que hacen inviable su reparaci�n. El exceso de temperatura ha provocado el deslaminado de la placa' y ya no hay pads donde soldar el transistor.;PLACA NO REPARABLE. DESGUACE;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120098;PC005308;16DC00085;16DC00085;160005;SOR0095;316162;COMPONENTE Q1 QUEMADO' DEBIDO A CORTOCIRCUITO CON PLANCA DE DISTRIBUCI�N;1;09/03/2016;1;0;Transistor carbonizado y da�os muy severos a la PCB' que hacen inviable su reparaci�n. El exceso de temperatura ha provocado el deslaminado de la placa' y ya no hay pads donde soldar el transistor.;PLACA NO REPARABLE. DESGUACE;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120098;PC005308;16DC00088;16DC00088;160006;SOR0095;316162;COMPONENTE Q1 QUEMADO' DEBIDO A CORTOCIRCUITO CON PLANCA DE DISTRIBUCI�N;1;09/03/2016;1;0;Transistor carbonizado y da�os muy severos a la PCB' que hacen inviable su reparaci�n. El exceso de temperatura ha provocado el deslaminado de la placa' y ya no hay pads donde soldar el transistor.;PLACA NO REPARABLE. DESGUACE;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120099;PC005313;non_value;16DC00115;160008;SOR0018;900067;Salida 1 Modo corrientes incorrecta;1;09/03/2016;1;0;non_value;resistencia con pata sin soldar. se suelda y recupera funcionamiento normal;0:05;non_value;non_value;non_value;;;;;;;;;;;;
16120098;PC005308;16DC00087;16DC00087;160007;SOR0101;315573;non_value;1;non_value;1;0;Pedido anulado Dolors 12/7/16;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120101;PC005443;non_value;16DC00032;160010;SOR0060;11108;DQNC 16101> Se detecta que en el timer no se enciende el display.;1;15/03/2016;1;0;non_value;Sustituci�n display;0:30;485002;cojido de no stock;non_value;;;;;;;;;;;;
16120100;PC005112;non_value;16DC00016;160009;SOR0093;9714;ENCODER IZQUIERDO ( POTENCIOMETRO ALTA FRECUENCIA)VA MUY DURO Y NO GIRA BIEN.;1;26/02/2016;1;0;Se observa problema descrito en potenci�metro de ajuste de RF. El potenci�metro est� clavado y casi no se puede girar. ;Sustituci�n de potenci�metro deteriorado;20m;730032;173;non_value;;;;;;;;;;;;
16120102;PC005444;16102;16DC00028;160011;SOR0019;315856;DQ-NC 16102>ERROR EN DETECCION DE FUSIBLES;1;non_value;1;0;Pedido anulado Dolors 12/7/16;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120102;PC005444;16102;16DC00029;160012;SOR0019;315856;DQ-NC16102> SOBRECARGA SALIDA.;2;non_value;2;0;Pedido anulado Dolors 12/7/16;non_value;non_value;non_value;non_value;non_value;;;;;;;;;;;;
16120104;PC005446;non_value;16DC00037;160013;SOR0116;315482;DQ-NC 16103 >ERROR TENSION;1;15/03/2016;1;0;Pasa el test correctamente en el �til de comprobaci�n' no he visto saltar ese mensaje de error.;NO SE DETECTA AVER�A ;5m;non_value;non_value;non_value;;;;;;;;;;;;
16120104;PC005446;16103;16DC00038;160014;SOR0116;315482;DQ-NC 16103 >ERROR TENSION;1;15/03/2016;1;0;Se observa Q6 cortocircuitado' una vez sustitu�do recupera el funcionamiento normal;Sustituci�n Q6;30 minuts;840023;186;non_value;;;;;;;;;;;;
16120104;PC005446;non_value;16DC00040;160015;SOR0116;315482;DQ-NC 16103 >PATA Y ZOCALO U7 ROTA;1;15/03/2016;1;0;Se observa efectivamente que una de las cazoletas del z�calo tiene alguna cosa dentro. He pinchado el interior y ya no presenta ese problema. ;Sustituci�n de chip U5;15m;555070;168;non_value;;;;;;;;;;;;
16120106;PC005476;non_value;**;**;SOR0096;315160;REGRABAR > PASAR DE 316162 A 316160;2;15/03/2016;2;0;non_value;BORRADO Y GRABACION DE CODIGO 316161;0:10;non_value;non_value;non_value;;;;;;;;;;;;
16120129;PC005697;non_value;16DC00221;160017;SOR0019;315856;Raya en zona display;1;11/04/2016;1;0;no observo raya ni problema alguno en displays. La iluminaci�n es homogenea y el cristal no tiene defecto alguno. Sin mas indicaciones' la doy por buena;No se observa problema indicado por cliente;10m;non_value;non_value;non_value;;;;;;;;;;;;
16120131;PC005730;non_value;16DC00233;160019;SOR0070;910065;Conjunto tubos con rotura en uni�n entre el tubo de silicona y la espiga.;4;11/04/2016;4;0;Los tubos estaban retorcidos;Cortar y reparar tubos;20 minuts;non_value;non_value;non_value;;;;;;;;;;;;
16120131;PC005730;16226;16DC00233;160020;SOR0153_01;279791;Bloque disparo no arranca el equipo;1;11/04/2016;1;0;El problema estaba efectivamente en la placa SIMMER' que ten�a los zeners de protecci�n D33 y D34 cortocircuitados' D34 estaba incluso fracturado debido al choque. Una vez sustitu�dos' la placa ya pasa la verificaci�n con �xito. He actualizado el sistema operativo con el que ven�a' el 1'5' por el actual' la 1.7' se cambia la etiqueta' cambiando la versi�n y respetando el lote de origen de la PCB' lote 2. Las tres placas de condensadores llevan la versi�n actual v1.6 y pasan la verificaci�n con �xito.;Sustitucion de D33 y D34. Actualizaci�n de software de v1.5 a v1.7. Verificaci�n t�cnica OK.;30 minutos reparar y actualizar placa SIMMER' mas 15 minutos verificar las tres placas de condensadores.;20042;181;non_value;;;;;;;;;;;;
16120130;PC005721;non_value;16DC00183;160018;SOR0053;900075;Salta la alarma de presi�n cuando ponemos el equipo en modo rodaje. En modo usuario no falla;3;11/04/2016;3;0;non_value;1-regulador U1 roto en sujeci�n a radiador  2-regulador U1 roto en sujeci�n a radiador y led con soldadura deteriorada que encend�a intermitente antes de repasar su soldadura.  3-No se detecta aver�a' se observa ligera desviaci�n en presiones respecto a las otras placas. se ha reajustado preostato dentro del rango indicado en procedimiento de verificaci�n. Todas las placas pasan la verificaci�n.;1- 20 min    2- 30 min     3- 20 min;264005;130;MATERIAL DOS REGULADORES 264005;;;;;;;;;;;;
