non_value;1;non_value;non_value;non_value;non_value;non_value;non_value;non_value;13;32;19
DEL 07-03 AL 11-03;10;non_value;non_value;non_value;non_value;non_value;non_value;non_value;2;40;38
non_value;non_value;non_value;non_value;non_value;ACABAR WAV0025;non_value;non_value;non_value;2;non_value;non_value
#REF!;non_value;NO;JVV0059;9;0589-024-0AR02 M2;340;*;*;3'51;non_value;OJO COMBINACIONES DE BINES!!!!!!!!
#REF!;non_value;NO;JVV0099;7;0589-024-0Br02;310;*;*;1'1;non_value;non_value
#REF!;non_value;SI;SOR0154;4;316234 PLACA DISPARO NORA +;60;*;*;2'33;non_value;non_value
#REF!;non_value;SI;SOR0019;14;315856 CONTROL BODYTER PREMIUM;25;*;*;3'17;non_value;non_value
#REF!;non_value;NO;JVV0156;1;0949-016-0R02 M5;385;*;L;5'36;non_value;non_value
#REF!;non_value;NO;JVV0103;6;0877-036-0R02 M2;150;*;*;1'7;non_value;non_value
#REF!;non_value;NO;JVV0025;4;0949-001-0R01 M1;51;*;L;1'12;non_value;non_value
#REF!;non_value;NO;JVV0013;8;0949-009-0R01;50;*;L;1'18;non_value;non_value
#REF!;non_value;SI;SOR0007;14;316014 CONTROL GENERAL SKINLIGHT;25;*;*;5'05;non_value;non_value
#REF!;non_value;SI;SOR0007;15;316014 CONTROL GENERAL SKINLIGHT;30;*;*;*;non_value;non_value
#REF!;non_value;NO;IRE0001;1;CAMALEON_PROTOS;3;*;*;*;non_value;MONTAJE MANUAL CON PANTALLA PROTO. CONTROL HORAS
#REF!;non_value;NO;JVV0019;11;0949-003-0R02 M1;40;*;*;1'87;non_value;non_value
#REF!;non_value;NO;JVV0087;2;0949-004-0R01 M3;50;*;*;2'73;non_value;segun Jordi (Onaur) faltará 1 led en la última imagen... marcar placa
#REF!;non_value;NO;JVV0103;7;0877-036-0R02 M1 ;100;*;*;1'47;non_value;non_value
#REF!;non_value;SI;CIP0009;2;2748.0240 MYR DISPENSADOR EC500;30;L;*;1'61;non_value;RECIBIMOS PANTALLA CLIENTE 11/03/16
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 14-03 AL 18-03;11;non_value;non_value;non_value;non_value;non_value;non_value;non_value;0;40;40
#REF!;non_value;NO;CPS0002_01;2;980015_V1;756;*;L;4'63;non_value;non_value
#REF!;non_value;NO;BOQ0006_01;2;PCB007 REV02;1000;*;L;4'67;non_value;non_value
#REF!;non_value;SI;ALB0004;1;PCB DIFF2LVTTL;12;*;*;*;non_value;MONTAJE MANUAL (4H15M)
#REF!;non_value;NO;JVV0102;3;0949-034-0R01;702;*;*;4'81;non_value;solicitado material max. 14/03 (admite entregas parciales)
#REF!;non_value;NO;ELE0004;7;E00681-C;96;*;*;8'11;non_value;non_value
#REF!;non_value;SI;PRE0054;1;9286.2 ESPECIAL;200;L;*;11'57;non_value;OJO!! CONTROL DE HORAS EXHAUSTIVO' ANOTAR EN ACTIVIDADES DE SAGE Y EN HOJA A PARTE TODOS LOS TIEMPOS DE MONTAJES.
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 21-03 AL 23-03;12;OJO SEMANA SANTA SOLO 3 DIAS;non_value;non_value;non_value;non_value;non_value;non_value;6;24;18
#REF!;non_value;SI;CIP0002;3;PALETFILM-CSE;100;*;*;6;non_value;non_value
#REF!;non_value;SI;SOR0095;10;316162 CONTROL HITACHI;26;*;*;4'47;non_value;non_value
#REF!;non_value;SI;PRE0053;1;0720.2 ESPECIAL  (INCLUEYE PRE0054);200;L;*;7'69;non_value;OJO!! CONTROL DE HORAS EXHAUSTIVO' ANOTAR EN ACTIVIDADES DE SAGE Y EN HOJA A PARTE TODOS LOS TIEMPOS DE MONTAJES.
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 29-03 AL 01-04;13;OJO SOLO 4 DIAS;non_value;non_value;non_value;non_value;non_value;non_value;0;32;32
#REF!;non_value;SI;PRE0006;9;6778A CRS-120;25;*;*;3'78;non_value;non_value
#REF!;non_value;SI;CES0001;12;SC310_CI385;50;*;*;7'52;non_value;non_value
#REF!;non_value;NO;JVV0119;3;0932-016-0Br02 M2;255;*;*;1'51;non_value;non_value
#REF!;non_value;SI;JVV0027;16;0949-002-0R01 M5;105;*;*;1'61;non_value;non_value
#REF!;non_value;NO;JVV0019;13;0949-003-0R02 M1 4500K;50;*;*;1'93;non_value;non_value
#REF!;non_value;NO;JVV0019;14;0949-003-0R02 M2 (10leds);50;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0119;4;0932-016-0Br02 M2;255;*;*;1'51;non_value;non_value
#REF!;non_value;NO;JVV0154;2;0932-001-0R01 M3;479;*;*;1'82;non_value;non_value
#REF!;non_value;NO;JVV0023;5;0949-001-0R01 M5 (10leds);51;*;*;1'48;non_value;non_value
#REF!;non_value;NO;JVV0025;5;0949-001-0R01 M4 (5leds);120;*;*;*;non_value;non_value
#REF!;non_value;NO;SOR0105;23;CIRCUITO MASCARA SKINLIGHT;60;*;*;1'24;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 04-04 AL 08-04;14;non_value;non_value;non_value;non_value;non_value;non_value;non_value;0;40;40
#REF!;OF28;SI;PLA0001;7'1;SE-370-GI   OF28;2000;*;*;5'4;non_value;1000 PARA 4/4/16 Y 1000 PARA 2/5/16
#REF!;non_value;NO;ELE0018_02;3;E00740-B;525;*;L;5'85;non_value;CAMBIO DE REVISION DE CIRCUITO (AHORA ES REV.B PERO NO IMPLICA NINGUN CAMBIO EN SOLDADURA DE COMPONENTES SMD SEGUN CLIENTE) 29/03 cliente notifica que el cirtuito va con retraso y no lo recibirá hasta 05/04 
#REF!;non_value;SI;PRE0001;13;0580-ESPECIAL;40;*;*;4'62;non_value;non_value
#REF!;non_value;SI;PRE0030;9;6770A CRS-120;30;*;*;3'95;non_value;non_value
#REF!;non_value;NO;JVV0097;4;0932-016-0Ar03;100;*;*;3'65;non_value;non_value
#REF!;non_value;NO;JVV0159;1;0932-034-0Cr02 M1 SIN PWM;285;L;*;2'9;non_value;non_value
#REF!;non_value;NO;JVV0158;1;0949-003-0R03 M3.1;200;L;*;2'6;non_value;LED 3000K OJO COMBINACION BINES
#REF!;non_value;NO;JVV0158;2;0949-003-0R03 M4.1;200;*;*;*;non_value;LED 4000K OJO COMBINACION BINES
#REF!;non_value;SI;PLA0002;6;SE-250-PA2-GI;2004;L;*;5'28;non_value;URGENTES
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 11-04 AL 15-04;15;non_value;non_value;non_value;non_value;non_value;non_value;non_value;0;40;40
#REF!;non_value;NO;JVV0016;14;0875-004-0R02 M2 ROJO;70;*;*;2'47;non_value;non_value
#REF!;non_value;NO;JVV0017;16;0875-004-0R02 M1 AZUL;70;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0018;14;0875-004-0R02 SIN LEDS;40;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0156;2;0949-016-0R02 M5;215;*;*;3'44;non_value;non_value
#REF!;non_value;NO;JVV0148;8;0589-029-0R01 M3;268;*;*;2'78;non_value;non_value
#REF!;non_value;NO;JVV0157;1;0589-029-0R01 M11;54;L;*;*;non_value;non_value
#REF!;non_value;NO;JVV0160;1;1059-001-0R01 M1 3000K;956;L;*;5'59;non_value;PARCIAL DE 20/30 PLACAS MIERCOLES 13/04 X LA MNÑ // LAS PLACAS LAS RECIBIMOS LUNES 11/04 quedara pdte el diodo y unos cuantos leds que los recibiremos 12/04 antes de las 12h
#REF!;non_value;NO;JVV0160;2;1059-001-0R01 M2 4000K;504;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0045;8;0877-030-0R01 M4;15;*;*;1'06;non_value;non_value
#REF!;non_value;NO;JVV0107;3;0589-020-0R03 ;160;*;*;1'66;non_value;Material max. 14/04
#REF!;non_value;SI;MIL0004_01;7;CONVERTIDOR DC-DC v2;15;non_value;non_value;non_value;non_value;MONTAJE MANUAL
#REF!;non_value;NO;WAV0019_03;8;SONDA400 v6;36;*;*;7'4;non_value;non_value
#REF!;non_value;SI;LEA0005;1;MainBoard;50;L;non_value;1'22;non_value;non_value
#REF!;non_value;SI;PRE0005;19;6370A CRS-240;35;*;*;3'67;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 18-04 AL 22-04;16;non_value;non_value;non_value;non_value;non_value;non_value;non_value;15;40;25
#REF!;non_value;SI;LEA0003;1;HandPieceBuffer;48;L;*;1'5;non_value;non_value
#REF!;non_value;SI;LEA0002;1;CtrlBoard;48;L;*;1'94;non_value;PENDIENTE DE PANTALLA
#REF!;non_value;SI;ING0010;1;i150-01H1-1'2'0;11;L;*;15;non_value;non_value
#REF!;non_value;NO;WAV0020_01;9;SMP2 EXPANSION400v2;36;*;*;7'27;non_value;PROBAR NUEVA PANTALLA ELECTROPULIDO MARCO ALUMINIO PDTE. 50626 DIGIKEY 08/04 + 50548 RS 14/04
#REF!;non_value;SI;BON0002;2;RASPBERRY UMBRELLA;108;*;*;3'53;non_value;non_value
#REF!;non_value;SI;THI0010;2;PedalHacker_v12;30;*;*;1'21;non_value;non_value
#REF!;non_value;NO;JVV0103;8;0877-036-0R02 M1  3000K;100;*;*;1'93;non_value;non_value
#REF!;non_value;NO;JVV0103;9;0877-036-0R02 M2 4000K;100;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0156;3;0949-016-0R02 M5;200;*;*;4'4;non_value;non_value
#REF!;non_value;NO;JVV0156;6;0949-016-0R02 M6;100;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0051;7;0949-005-0R02 M11;52;*;*;1'23;non_value;non_value
#REF!;non_value;NO;JVV0119;5;0932-016-0Br02 M2;510;*;*;2'02;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 25-04 AL 29-04;17;non_value;non_value;non_value;non_value;non_value;non_value;non_value;15;40;25
#REF!;non_value;NO;WAV0029;1;ONIRIS_SWITCH;30;L;*;2'47;non_value;MUY URGENTE ¡¡¡¡¡ 
#REF!;non_value;SI;PRE0001;14;0580-ESPECIAL;25;*;*;4'24;non_value;non_value
#REF!;non_value;SI;PRE0052_01;2;0748_C4 ESPECIAL CTS-240;205;*;*;5'55;non_value;non_value
#REF!;non_value;NO;ELE0007;5;E00708-D;540;*;*;4'17;non_value;non_value
#REF!;non_value;NO;THI0012;1;4IN_TCK_v13;48;L;non_value;3'85;non_value;non_value
#REF!;non_value;NO;THI0013;1;4IN_FULL_v15;35;L;non_value;5'22;non_value;non_value
#REF!;non_value;SI;CES0003_01;15;SC102_CI401E;261;*;*;12;non_value;ESTA ES MUCHO MAS URGENTE!! 
#REF!;non_value;SI;CES0006_01;14;SC101_CI401E;141;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0161;1;0949-001-0R01 (5+5leds) 3000K;75;*;L;1'98;non_value;non_value
#REF!;non_value;NO;JVV0161;2;0949-001-0R01 (5+5leds) 3000K;75;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0025;6;0949-001-0R01 (5 leds) M4;50;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0023;6;0949-001-0R01 M5 (10leds);44;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0150_01;2;0872-001-0R01;2000;*;L;3;non_value;non_value
#REF!;non_value;NO;JVV0154;3;0932-001-0R01 M3;500;*;*;2'17;non_value;non_value
#REF!;non_value;NO;JVV0154;4;0932-001-0R01 M3;500;*;*;*;non_value;non_value
#REF!;non_value;SI;JVV0152;2;0877-010-0R03;104;*;*;2'86;non_value;non_value
#REF!;non_value;NO;JVV0160;3;1059-001-0R01 M1 3000K;160;*;*;1'68;non_value;non_value
#REF!;non_value;NO;JVV0160;4;1059-001-0R01 M2 4000K;56;*;*;*;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value;non_value
DEL 02-05 AL 06-05;18;non_value;non_value;non_value;non_value;non_value;non_value;non_value;0;40;40
#REF!;non_value;SI;MIL0003;10;MILASCONTROL;15;*;*;4'4;non_value;non_value
#REF!;non_value;SI;MON0010_03;8;SAPPHIRE_LS_ON_V3;52;*;*;7'64;non_value;non_value
#REF!;non_value;SI;CIP0012;2;5208.0050/60/70;510;L;*;1'06;non_value;CAD MANUAL ( ES UN SOLO LED INVERSO ) 
#REF!;non_value;NO;JVV0159;2;0932-034-0Cr02 M1 SIN PWM;224;*;*;2'53;non_value;non_value
#REF!;non_value;SI;MON0009_02;3;LADMOACC_ON;240;*;L;4'85;non_value;non_value
#REF!;non_value;SI;MON0008_04;13;LADMOACC-TTL_ON;319;*;*;*;non_value;non_value
#REF!;non_value;NO;JVV0156;4;0949-016-0R02 M5;200;*;*;3'27;non_value;non_value
#REF!;non_value;SI;PLA0002;7;SE-250-PA2-GI;2004;*;*;5'28;non_value;non_value
#REF!;non_value;NO;JVV0019;15;0949-003-0R02 (10leds) ;100;*;*;1'93;non_value;non_value
#REF!;non_value;NO;JVV0051;8;0949-005-0R02  (10leds) M11 4000K;52;*;*;1'73;non_value;non_value
#REF!;non_value;NO;JVV0163;1;0589-029-0r02_150K M1;232;L;*;2'89;non_value;non_value
#REF!;non_value;NO;JVV0164;1;0589-029-0r02_20K M2;232;*;L;*;non_value;non_value
#REF!;OF29;SI;PLA0001;7'2;SE-370-GI  ;2000;*;*;5'4;non_value;non_value
